Iterations,DeepProblog_Loss,DeepProblog_Accuracy,PyTorch_Loss,PyTorch_Accuracy
0,2.87470030724021,0.062666666666667,0.844452494978905,0.392666666666667
50,2.80742162446411,,0.757119492888451,
100,2.9419789900163,,0.931785497069359,
150,2.77500083469785,,0.71629125893116,
200,2.78731718415105,,0.866080194413662,
250,2.80122146309689,,0.742780275195837,
300,2.74793917264144,,0.778166923820972,
350,2.72416076473724,,0.643926231395453,
400,2.78230674470628,,0.499398328232346,
450,2.73115241750806,,0.94921198876109,
500,2.68426822429294,0.222666666666667,0.748900818377733,0.695666666666667
550,2.60505870026219,,0.602531376555562,
600,2.58643417949693,,0.787921593412757,
650,2.43437441927246,,0.628748711273074,
700,2.50227012289955,,0.72706967253238,
750,2.07632352663521,,0.853797781318426,
800,2.08150520249303,,0.687133442759514,
850,1.82527662179664,,0.506568899676204,
900,1.73956321514133,,0.709628866205458,
950,1.35312126859174,,0.627794336909428,
1000,1.32375057628855,0.604,0.718723656591028,0.757
1050,1.41620994212962,,0.498343169931322,
1100,1.1182007592715,,0.666912028412335,
1150,1.14726203542589,,0.458653265102766,
1200,0.838365414743361,,0.559926608214155,
1250,0.657755195301663,,0.606152526501101,
1300,0.736032103679605,,0.597700620302931,
1350,0.817495978211283,,0.503840685577597,
1400,0.542417344700786,,0.636880694748834,
1450,0.290776954191211,,0.479466053461656,
1500,0.834229226563802,0.832666666666667,0.522230790581089,0.782666666666667
1550,0.379911319870435,,0.595106181474403,
1600,0.3842084119555,,0.528570608370937,
1650,0.198521686597561,,0.443921040277928,
1700,0.216377789846288,,0.25520127557771,
1750,0.243836216641974,,0.637581630088243,
1800,0.262446338503578,,0.580784248746932,
1850,0.284842009837199,,0.552067803349346,
1900,0.263167047170416,,0.413895751597593,
1950,0.09552937374043,,0.48001403266564,
2000,0.091522476642751,0.944,0.613134570363909,0.831
2050,0.128174211427375,,0.43337087395601,
2100,0.154701086890826,,0.359147255799035,
2150,0.084027318612913,,0.611413144777762,
2200,0.101630419752163,,0.277635393998353,
2250,0.156159149546841,,0.337827326959232,
2300,0.158174039232636,,0.49759269399452,
2350,0.137955469587489,,0.281449183330405,
2400,0.044741231925441,,0.231372605340439,
2450,0.041074279960152,,0.251385781435238,
2500,0.220358768043694,0.987,0.56652266733232,0.851
2550,0.009677914949098,,0.341980815941934,
2600,0.041999501301797,,0.395146878412634,
2650,0.042637715811207,,0.571035751230083,
2700,0.004468828344855,,0.226232072992716,
2750,0.218715882207455,,0.444110640109284,
2800,0.013922776583602,,0.196180085418164,
2850,0.022221999796817,,0.427216470708154,
2900,0.019310331858076,,0.454795945450023,
2950,0.016370752184738,,0.443681490454128,
3000,0.001558549943586,0.996,0.534494277250487,0.846333333333333
3050,0.002514519242559,,0.395289318658179,
3100,0.026759658647562,,0.475462790117599,
3150,0.025193934867192,,0.381939308017318,
3200,0.003808364298316,,0.313458857856313,
3250,0.003134049749698,,0.337368840439012,
3300,0.002883937878593,,0.266069302998949,
3350,0.000923653992691,,0.339832123385204,
3400,0.00290928886294,,0.347902175093186,
3450,0.003031136904247,,0.340485218787217,
3500,0.002901091216588,0.998333333333333,0.47670819942141,0.874333333333333
3550,0.00063586267626,,0.43699810494436,
3600,0.000530220895643,,0.359121413574176,
3650,0.027917880467355,,0.310357317932649,
3700,0.000541914118992,,0.403041296203446,
3750,0.002755801448221,,0.408804157031118,
3800,0.000429318873934,,0.256409015074896,
3850,0.000541441094532,,0.255562236396654,
3900,0.000652789932616,,0.551408841800148,
3950,0.000537598236103,,0.142150590210804,
4000,0.000431167610101,1,0.194728781862068,0.879666666666667
4050,0.00086824910681,,0.403032496851902,
4100,0.000809890676728,,0.255219679550937,
4150,0.000568494194143,,0.291470089225838,
4200,0.000439155306972,,0.463471042341143,
4250,0.000339075159014,,0.293477257401682,
4300,0.001012788811632,,0.079142206033866,
4350,0.000402275398169,,0.295118698186179,
4400,0.000274114186291,,0.394209660725028,
4450,0.000506084704743,,0.210266103592585,
4500,0.000343842380973,1,0.370774705862968,0.879
4550,0.000235497437575,,0.323372744266817,
