Iterations,DeepProblog_Loss,DeepProblog_Accuracy,PyTorch_Loss,PyTorch_Accuracy
0,2.842514354562123147,0.064,0.9945234512647561,0.464
50,2.83701383463792,,0.987845387160778,
100,2.78733174668856,,0.905927472859621,
150,2.77902815013396,,0.86791516687721,
200,2.77986909764147,,0.780804968327284,
250,2.79247546655371,,1.10630516424775,
300,2.78220029547379,,0.940908034145832,
350,2.73106318982918,,0.7643887758255,
400,2.77105401355114,,0.74774736687541,
450,2.72494471885416,,0.672128050550819,
500,2.68729521138725,0.122666666666667,0.605132718943059,0.701333333333333
550,2.63355210440463,,0.864190472089685,
600,2.5311271225997,,0.663881982266903,
650,2.58731481791112,,0.628190965875983,
700,2.3423909944396,,0.713055509924889,
750,2.3201572430083,,0.779643521755934,
800,2.07716273354579,,0.700840161293745,
850,1.93635489346186,,0.684760828409344,
900,1.66590748762639,,0.638614876512438,
950,1.38540063135628,,0.909121734052897,
1000,1.43577006823872,0.592,0.679815760217607,0.768
1050,1.23663367051587,,0.465911153741181,
1100,1.18893382500572,,0.750363001991063,
1150,1.01177332339694,,0.515746775884181,
1200,1.10896606037983,,0.735781415104866,
1250,0.813239089270502,,0.564608205400873,
1300,0.784107184561163,,0.520405303533189,
1350,0.720417209328206,,0.689873899258673,
1400,0.816721226209407,,0.418378310722765,
1450,0.338020385946903,,0.936972465673462,
1500,0.532852989085294,0.861333333333333,0.47799850710202,0.816
1550,0.454516600929744,,0.404695511553437,
1600,0.305429426155952,,0.571023738463409,
1650,0.677998434182887,,0.555546749794157,
1700,0.27117502301879,,0.375473089520819,
1750,0.199271571709811,,0.399940075291088,
1800,0.337529194665935,,0.478315896372806,
1850,0.164526005422795,,0.327457644719743,
1900,0.159662100691452,,0.234552789570589,
1950,0.378673528388667,,0.690486872313122,
2000,0.092979722373331,0.954666666666667,0.428204919726122,0.821333333333333
2050,0.100015516066243,,0.380020063543343,
2100,0.046100914536327,,0.452771517544461,
2150,0.056044819034509,,0.554446152553428,
2200,0.127673251282514,,0.23646974093921,
2250,0.025720682147289,,0.503102144299773,
2300,0.008618208718907,,0.281382811533986,
2350,0.002774347153883,,0.364580231149903,
2400,0.030681145215454,,0.155270050531253,
2450,0.003801880525848,,0.247584706945199,
2500,0.004326851054278,0.970666666666667,0.482708834643127,0.834666666666667
2550,0.035661601946919,,0.3306974416296,
2600,0.004090357074298,,0.401876299899304,
2650,0.008776431307006,,0.245325513347634,
2700,0.000957963937132,,0.34654042822287,
2750,0.004355073517436,,0.260929659488029,
2800,0.042267439809835,,0.261834916599546,
2850,0.000870992305337,,0.443257583825398,
2900,0.013006408312776,,0.248754675466516,
2950,0.025357419286511,,0.240415643359884,
3000,0.005095081228619,0.970666666666667,0.419048609304009,0.84
3050,0.004647909679463,,0.263978475816839,
3100,0.010962169497978,,0.400837596092169,
3150,0.001998117153908,,0.155264566263613,
3200,0.003925998688613,,0.258750672082153,
3250,0.001390618473859,,0.339073066608398,
3300,0.00089565988886,,0.23470165235165,
3350,0.005249508875254,,0.575687582701212,
3400,0.00638710986577,,0.373210467714234,
3450,0.000470950336952,,0.222386220936023,
3500,0.000171658075657,0.976,0.33741561607123,0.864
3550,0.00049336836214,,0.321153424329241,
3600,0.000784293289118,,0.298628874385031,
3650,0.000186524754227,,0.573872717504855,
3700,0.055250346105094,,0.24448324578465,
3750,0.003116508112057,,0.274602911491238,
3800,0.025436126871327,,0.283536409710441,
3850,0.00096379470787,,0.252944945048312,
3900,0.017851329604082,,0.37081786817791,
3950,0.102475923336232,,0.316977743742682,
4000,0.001687902538087,0.989333333333333,0.22713409802338,0.885333333333333
4050,0.016717996058524,,0.242863719683287,
4100,0.001468276593464,,0.333717326332297,
4150,0.001017687623762,,0.243566597700899,
4200,0.000815047627978,,0.303262507604768,
4250,0.00086360815487,,0.435225121747317,
4300,0.000528356839752,,0.207657267487539,
4350,0.000934898358454,,0.20725849814502,
4400,0.00052449871852,,0.101638636940406,
4450,0.000512961086746,,0.237777627792529,
4500,0.000853832522585,0.989333333333333,0.250977984028941,0.856
4550,0.000323587227048,,0.323470982392846,
4600,0.000821043273949,,0.186353768555273,
4650,0.000316507794089,,0.18761539189441,
4700,0.000220388157411,,0.117328143644954,
4750,0.00018923571571,,0.188440532506838,
4800,0.000149638593815,,0.249426321335486,
4850,0.000189284302955,,0.153398985519589,
4900,0.000117474083486,,0.09659485653935,
4950,0.000326625328386,,0.065441380677,
5000,0.000262004951542,0.989333333333333,0.060136683140763,0.864
5050,0.000154520752868,,0.388867962126937,
5100,0.000257371795444,,0.201295161615507,
5150,8.78656479209262E-05,,0.093052088814875,
5200,0.000311037543859,,0.257840828859985,
5250,0.000125058546955,,0.139961860690021,
5300,0.000152794950665,,0.159486280771011,
5350,8.55192684633945E-05,,0.125734363794463,
5400,0.000113737036672,,0.115406335205032,
5450,0.000104120395145,,0.393333943650503,
5500,0.00020578869589,0.989333333333333,0.221308665766264,0.834666666666667
5550,0.000204141899153,,0.177837380583514,
5600,0.000387750505388,,0.362068808264266,
5650,6.01184546673111E-05,,0.215328533289885,
