Iterations,DeepProblog_Loss,DeepProblog_Accuracy,PyTorch_Loss,PyTorch_Accuracy
0,2.83214484890967,0.056666666666667,1.0026204444468,0.464
50,2.83214484890967,,1.03520582169294,
100,2.80834747244231,,0.970035067200661,
150,2.80341921621683,,0.954537982046604,
200,2.78522230266922,,1.03889751195908,
250,2.81961896097295,,0.761203851997852,
300,2.79184760160924,,0.733153654634952,
350,2.81499139215002,,0.829796489179134,
400,2.77599881798501,,0.812207261770964,
450,2.75104252442716,,0.776876727044582,
500,2.74228420290472,0.107333333333333,0.885858047008514,0.722
550,2.73158419026358,,0.768311239928007,
600,2.69305500384438,,0.815474623739719,
650,2.68168165927337,,0.712973223030567,
700,2.50894945966336,,0.666245077867061,
750,2.58621620366919,,0.629498112909496,
800,2.20558068975937,,0.625231741145253,
850,1.91704508689351,,0.551322866906412,
900,2.10303309252548,,0.575738432506332,
950,1.91975252054029,,0.60800919925794,
1000,1.73274341668306,0.585333333333333,0.709927886798978,0.780666666666667
1050,1.50048759650274,,0.729537100372836,
1100,1.34513777225198,,0.480920275943354,
1150,1.12137847496227,,0.642687773439102,
1200,0.840877955635906,,0.783067629523575,
1250,0.962617839613041,,0.586827104315162,
1300,0.592977461919998,,0.625733886188827,
1350,0.450244476493892,,0.557592150171695,
1400,0.575749338905714,,0.478139314986765,
1450,0.766056912871488,,0.435332029741257,
1500,0.432150966873527,0.854,0.668609405001625,0.820666666666667
1550,0.485642589525736,,0.590105189606547,
1600,0.262337411163086,,0.445415191603825,
1650,0.298309861333779,,0.384771479517221,
1700,0.368728975085927,,0.557732048740145,
1750,0.354381186182443,,0.537509979699971,
1800,0.275303597666986,,0.567586164386012,
1850,0.126802425456365,,0.591237489758059,
1900,0.268288047686141,,0.424120324635878,
1950,0.129938138345181,,0.536735756474518,
2000,0.225166544565,0.977333333333333,0.250261487357202,0.843333333333333
2050,0.021554952172095,,0.366958523695357,
2100,0.25646065291901,,0.466315609742887,
2150,0.140514853906491,,0.438397981144954,
2200,0.099958442561317,,0.427140758777969,
2250,0.00409532781211,,0.356307590720244,
2300,0.052950799980469,,0.357078530672006,
2350,0.059243764809054,,0.550273251974722,
2400,0.033867282844229,,0.303883930564625,
2450,0.102100717179046,,0.76034836439183,
2500,0.002710672655992,0.997333333333333,0.379842600729316,0.858
2550,0.015704321920941,,0.700375380269252,
2600,0.002860567913273,,0.399184793382883,
2650,0.014211576237154,,0.381027687222231,
2700,0.003484177627569,,0.491165005955845,
2750,0.002507806908729,,0.362729332874878,
2800,0.053951385379781,,0.483683335317764,
2850,0.002942632921421,,0.357186281681061,
