Iterations,DeepProblog_Loss,DeepProblog_Accuracy,PyTorch_Loss,PyTorch_Accuracy
0,2.83182753558574,0.04,0.945818473100662,0.453333333333333
50,2.83182753558574,,0.945818473100662,
100,2.80915114952574,,0.817179776132107,
150,2.81952041981036,,0.813480024039745,
200,2.80264319776683,,0.920393552333116,
250,2.81461782345069,,0.796419810950756,
300,2.77047270793129,,0.887001295238733,
350,2.758938395323,,0.812718042135239,
400,2.76647368473705,,0.797869219481945,
450,2.79149745022082,,0.921578954905272,
500,2.65192486212708,0.193333333333333,0.829391416162252,0.746666666666667
550,2.49549159517195,,0.532936916574836,
600,2.37550768973658,,0.66086848936975,
650,2.15236749698334,,0.54451770124957,
700,2.02183644922698,,0.71626677326858,
750,1.85863572242643,,0.655166394487023,
800,1.75817996652941,,0.666813933812082,
850,1.55197323366286,,0.634909946024418,
900,0.651831912302739,,0.34193316530931,
950,0.548306396366053,,0.495735212739091,
1000,0.771389140006188,0.593333333333333,0.369570483759744,0.746666666666667
1050,0.64535830438658,,0.397672078134492,
1100,0.447134230179477,,0.547899893377325,
1150,0.910800798396807,,0.339508655476093,
1200,0.689708931940751,,0.645042856507935,
1250,0.641767588745831,,0.311056808144785,
1300,0.464159329338349,,0.331218855777988,
1350,0.60585962186761,,0.352654389803065,
1400,0.178507703028432,,0.495555729498155,
1450,0.3994972625966,,0.4126755718817,
1500,0.224715797607544,0.746666666666667,0.48533239525801,0.786666666666667
1550,0.527152113574586,,0.361251543860417,
1600,0.276607008112774,,0.339523956088815,
1650,0.234254943937394,,0.482531495068688,
1700,0.563663483347263,,0.314981722567463,
1750,0.022849220987126,,0.255091342241503,
1800,0.011021550258128,,0.214395813141164,
1850,0.004827793578047,,0.065365383540921,
1900,0.008311900959946,,0.235989139392259,
1950,0.03922555339498,,0.118984000353812,
2000,0.013435890679588,0.873333333333333,0.281294527643176,0.806666666666667
2050,0.008045823333688,,0.347214797045026,
2100,0.037032146501014,,0.131573584175349,
2150,0.012123664860696,,0.16779742908453,
2200,0.005468982690654,,0.230831725038952,
2250,0.005062684754295,,0.16711541540004,
2300,0.002102093406673,,0.148207105326419,
2350,0.025540106621622,,0.130738790671821,
2400,0.004695936139156,,0.328618770025014,
2450,0.029482122276779,,0.298343103399602,
2500,0.012179167746678,0.853333333333333,0.2390518769765,0.8
2550,0.005205528073864,,0.185866388776558,
2600,0.000883406739521,,0.097048278002089,
2650,0.001388951119779,,0.128098347255772,
2700,0.001392901026466,,0.012292102894826,
2750,0.00037480834706,,0.219048871764464,
2800,0.00057439685695,,0.159776142425944,
2850,0.000654207869953,,0.264808310408413,
2900,0.000701184939954,,0.089733039429484,
2950,0.004575643960351,,0.225821212439866,
3000,0.001064569622344,0.853333333333333,0.079146083298397,0.786666666666667
3050,0.001142215393313,,0.098053311322782,
3100,0.006579672205161,,0.065238043679188,
3150,0.000485278108705,,0.133863470058504,
3200,0.000190092681856,,0.082634503534127,
3250,0.000504374469592,,0.05653528797455,
3300,0.000897604891907,,0.085404381438307,
3350,0.00019730160031,,0.109291619658397,
3400,0.00087049048698,,0.058271830751605,
3450,0.00056275026349,,0.118103994402502,
3500,0.000271061158125,0.853333333333333,0.085033286286876,0.78
3550,0.000111845412823,,0.038225884015329,
3600,0.000558512054583,,0.086705716708588,
3650,0.000183171629635,,0.045000377089581,
3700,0.000150956112133,,0.101714951026326,
3750,0.000386321807894,,0.048060618874841,
3800,0.000210066146656,,0.136187402382304,
3850,0.000112060792463,,0.087502943705492,
3900,0.000188393985035,,0.036442606445946,
3950,0.000144003856262,,0.006368221816574,
4000,0.000261181296432,0.853333333333333,0.018317623835695,0.78
4050,0.000134376953966,,0.040564003949756,
4100,0.000199531392398,,0.027201583691491,
4150,0.000174770664282,,0.079381110800167,
4200,0.000153406894012,,0.247629314929139,
4250,,0.853333333333333,,0.793333333333333
